_id,timestamp,open,high,low,close,volume
66c11d3ad200ba7478e85a80,1504353600000,4669.75,4675,4354.61,4460.19,187.304485
66c11d3ad200ba7478e85a81,1504368000000,4465.12,4554.98,4377.43,4509.77,139.615522
66c11d3ad200ba7478e85a82,1504382400000,4509.77,4509.96,4286.87,4472.14,135.680576
66c11d3ad200ba7478e85a83,1504396800000,4508.5,4618.4,4467.88,4569.54,112.568758
66c11d3ad200ba7478e85a84,1504411200000,4584.78,4714.76,4584.78,4620.87,119.752884
66c11d3ad200ba7478e85a85,1504425600000,4610.52,4674.86,4456.8,4486,103.213519
66c11d3ad200ba7478e85a86,1504440000000,4475.23,4557.25,4298.33,4384.15,170.271519
66c11d3ad200ba7478e85a87,1504454400000,4351.02,4530,4345.01,4529,106.294297
66c11d3ad200ba7478e85a88,1504468800000,4529,4583.84,4445.15,4509.08,79.115221
66c11d3ad200ba7478e85a89,1504483200000,4505,4527.49,4340.5,4340.51,81.331122
66c11d3ad200ba7478e85a8a,1504497600000,4340.53,4493.15,4052,4186.96,275.913594
66c11d3ad200ba7478e85a8b,1504512000000,4102.05,4437.68,4075,4153,464.680038
66c11d3ad200ba7478e85a8c,1504526400000,4153,4311.14,4014.76,4015.03,276.241227
66c11d3ad200ba7478e85a8d,1504540800000,4015.03,4224.99,3972.51,4203.67,155.042566
66c11d3ad200ba7478e85a8e,1504555200000,4187,4300.95,4100.11,4100.11,141.436067
66c11d3ad200ba7478e85a8f,1504569600000,4106.97,4121.33,3603,3988.04,286.737295
66c11d3ad200ba7478e85a90,1504584000000,3996.24,4190.4,3943.1,4190.4,213.834421
66c11d3ad200ba7478e85a91,1504598400000,4190,4248.6,4050,4246.82,222.114409
66c11d3ad200ba7478e85a92,1504612800000,4248.64,4298,4116.65,4151,245.076465
66c11d3ad200ba7478e85a93,1504627200000,4140,4459.55,4096.06,4442.48,125.584575
66c11d3ad200ba7478e85a94,1504641600000,4442.09,4484.99,4351.01,4366.47,135.590992
66c11d3ad200ba7478e85a95,1504656000000,4366.49,4522.81,4365.73,4430.02,187.420569
66c11d3ad200ba7478e85a96,1504670400000,4448.1,4505.96,4335.26,4461.29,166.307942
66c11d3ad200ba7478e85a97,1504684800000,4476.13,4597.79,4469.82,4548.13,175.29482
66c11d3ad200ba7478e85a98,1504699200000,4544.59,4619.47,4422.28,4619.43,261.596797
66c11d3ad200ba7478e85a99,1504713600000,4619.43,4619.43,4619.43,4619.43,0
66c11d3ad200ba7478e85a9a,1504728000000,4619.43,4662.87,4610,4619.77,16.743598
66c11d3ad200ba7478e85a9b,1504742400000,4619.77,4661.93,4438.19,4484.03,87.175086
66c11d3ad200ba7478e85a9c,1504756800000,4489.48,4561.9,4452,4510.25,65.944247
66c11d3ad200ba7478e85a9d,1504771200000,4475.01,4649.92,4458,4613.94,92.510277
66c11d3ad200ba7478e85a9e,1504785600000,4616.79,4759.25,4587.65,4755,165.209682
66c11d3ad200ba7478e85a9f,1504800000000,4755,4788.59,4672.35,4754.21,52.128252
66c11d3ad200ba7478e85aa0,1504814400000,4716.61,4752.12,4586.13,4691.61,37.462431
66c11d3ad200ba7478e85aa1,1504828800000,4691.66,4735.39,4586.13,4605.05,45.900903
66c11d3ad200ba7478e85aa2,1504843200000,4633.47,4633.47,4587.08,4619.01,44.83
66c11d3ad200ba7478e85aa3,1504857600000,4625.36,4699.77,4611.48,4647.53,36.305425
66c11d3ad200ba7478e85aa4,1504872000000,4653.92,4690.83,4028.93,4348.65,492.155341
66c11d3ad200ba7478e85aa5,1504886400000,4330.68,4396.49,4190,4190.01,225.127696
66c11d3ad200ba7478e85aa6,1504900800000,4195.87,4334.15,4060,4282.8,287.935681
66c11d3ad200ba7478e85aa7,1504915200000,4282.8,4338.28,4150.06,4242.01,204.100968
66c11d3ad200ba7478e85aa8,1504929600000,4254.44,4426.62,4200.02,4321.52,119.28349
66c11d3ad200ba7478e85aa9,1504944000000,4336.19,4345.38,4262.75,4327.63,59.71621
66c11d3ad200ba7478e85aaa,1504958400000,4331.82,4400.6,4245.94,4276,124.778
66c11d3ad200ba7478e85aab,1504972800000,4276,4281.32,4159.64,4253.7,100.390215
66c11d3ad200ba7478e85aac,1504987200000,4267.51,4300,4241.25,4258.81,50.514069
66c11d3ad200ba7478e85aad,1505001600000,4258.81,4279.7,4087.62,4144,97.962869
66c11d3ad200ba7478e85aae,1505016000000,4144,4149,3801,3988.95,208.628935
66c11d3ad200ba7478e85aaf,1505030400000,3988.89,4100,3900.05,4098.79,105.952623
66c11d3ad200ba7478e85ab0,1505044800000,4069.43,4135.48,4043.17,4094.93,80.238497
66c11d3ad200ba7478e85ab1,1505059200000,4086.92,4283,4072.45,4274.32,103.909898
66c11d3ad200ba7478e85ab2,1505073600000,4269.36,4274.32,4100,4130.37,63.680453
66c11d3ad200ba7478e85ab3,1505088000000,4153.62,4334.43,4098.91,4312.05,234.255157
66c11d3ad200ba7478e85ab4,1505102400000,4320.46,4325.99,4101.32,4178.73,191.225188
66c11d3ad200ba7478e85ab5,1505116800000,4186.88,4221.63,4115.39,4191.53,69.239857
66c11d3ad200ba7478e85ab6,1505131200000,4191.54,4313.18,4174.97,4251.29,88.422507
66c11d3ad200ba7478e85ab7,1505145600000,4246.43,4280,4158.84,4182.27,86.75553
66c11d3ad200ba7478e85ab8,1505160000000,4187.99,4225,4158.85,4208.47,30.090826
66c11d3ad200ba7478e85ab9,1505174400000,4208.6,4305.01,4201.9,4294.25,92.676353
66c11d3ad200ba7478e85aba,1505188800000,4294.54,4394.59,4279.77,4361,152.587684
66c11d3ad200ba7478e85abb,1505203200000,4361.04,4373.67,4228.5,4340.1,99.700796
66c11d3ad200ba7478e85abc,1505217600000,4343.01,4345.92,4230,4258.72,189.740543
66c11d3ad200ba7478e85abd,1505232000000,4249.49,4280,4040.8,4165.5,284.982429
66c11d3ad200ba7478e85abe,1505246400000,4158.27,4202.53,4101.69,4163.72,59.942514
66c11d3ad200ba7478e85abf,1505260800000,4159.72,4165.38,3916,3936.84,186.044927
66c11d3ad200ba7478e85ac0,1505275200000,3933.21,3991.01,3796.8,3933.76,193.793146
66c11d3ad200ba7478e85ac1,1505289600000,3914.01,3970,3820,3832,136.033476
66c11d3ad200ba7478e85ac2,1505304000000,3831.01,3976.19,3760,3795,208.447245
66c11d3ad200ba7478e85ac3,1505318400000,3775.47,3991.01,3765.13,3879.81,136.246089
66c11d3ad200ba7478e85ac4,1505332800000,3879.81,3991.01,3845.03,3944.69,52.897662
66c11d3ad200ba7478e85ac5,1505347200000,3944,3993,3800.02,3806,112.916514
66c11d3ad200ba7478e85ac6,1505361600000,3800.01,3890,3800,3869.99,110.946635
66c11d3ad200ba7478e85ac7,1505376000000,3846.58,3889.98,3418,3481.02,473.817763
66c11d3ad200ba7478e85ac8,1505390400000,3481.02,3666,3395,3518,423.17729
66c11d3ad200ba7478e85ac9,1505404800000,3522,3533.97,3263,3370,326.160515
66c11d3ad200ba7478e85aca,1505419200000,3368.73,3450,3165.13,3189.02,218.002826
66c11d3ad200ba7478e85acb,1505433600000,3188.01,3460,3152.01,3370,251.702648
66c11d3ad200ba7478e85acc,1505448000000,3369.99,3380,3031,3148,304.935126
66c11d3ad200ba7478e85acd,1505462400000,3148,3148,2817,2919,364.653505
66c11d3ad200ba7478e85ace,1505476800000,2870.9,3856,2870.9,3830,682.85976
66c11d3ad200ba7478e85acf,1505491200000,3839.94,3839.98,3483,3702.66,245.94793
66c11d3ad200ba7478e85ad0,1505505600000,3702.3,3799.9,3658.04,3700,118.767523
66c11d3ad200ba7478e85ad1,1505520000000,3674.01,3950,3658.04,3770,170.706041
66c11d3ad200ba7478e85ad2,1505534400000,3769.94,3935.93,3753.23,3847.9,257.804778
66c11d3ad200ba7478e85ad3,1505548800000,3847.92,3850,3470.66,3630.06,408.649993
66c11d3ad200ba7478e85ad4,1505563200000,3630.06,3800,3531.01,3567.11,210.078501
66c11d3ad200ba7478e85ad5,1505577600000,3567.03,3714.99,3531.05,3664,172.877633
66c11d3ad200ba7478e85ad6,1505592000000,3664.01,3715,3600.6,3714.95,77.447007
66c11d3ad200ba7478e85ad7,1505606400000,3685.23,3709.94,3580,3580,125.957599
66c11d3ad200ba7478e85ad8,1505620800000,3568.07,3604.79,3550,3559,85.893398
66c11d3ad200ba7478e85ad9,1505635200000,3559,3609.39,3499.02,3499.03,160.755572
66c11d3ad200ba7478e85ada,1505649600000,3499.03,3660,3499.03,3637.33,135.94399
66c11d3ad200ba7478e85adb,1505664000000,3649.49,3748.21,3638.05,3720,85.074217
66c11d3ad200ba7478e85adc,1505678400000,3700.13,3739,3679.15,3699.99,88.546434
66c11d3ad200ba7478e85add,1505692800000,3690,3850,3690,3830,129.763678
66c11d3ad200ba7478e85ade,1505707200000,3830,4000,3760,3950.32,227.684713
66c11d3ad200ba7478e85adf,1505721600000,3976.58,3976.58,3848.33,3929.33,150.278915
66c11d3ad200ba7478e85ae0,1505736000000,3932.98,4123.2,3890,4030.33,291.976291
66c11d3ad200ba7478e85ae1,1505750400000,4048.99,4048.99,3928.33,3969.48,113.494213
66c11d3ad200ba7478e85ae2,1505764800000,3969.5,4085,3951,4035.01,116.808645
66c11d3ad200ba7478e85ae3,1505779200000,4060,4089.97,3901,3971.02,163.643751
66c11d3ad200ba7478e85ae4,1505793600000,3972,3981.19,3830.91,3936.28,181.78173
66c11d3ad200ba7478e85ae5,1505808000000,3880.06,4032.02,3873,3969.01,125.448115
66c11d3ad200ba7478e85ae6,1505822400000,3969.32,4029.99,3901.02,3965.01,171.194272
66c11d3ad200ba7478e85ae7,1505836800000,3970,4014.56,3871.99,3890.01,122.480176
66c11d3ad200ba7478e85ae8,1505851200000,3890.02,3920,3830.91,3910.04,137.784085
66c11d3ad200ba7478e85ae9,1505865600000,3910.04,3923.26,3843,3875.93,110.321379
66c11d3ad200ba7478e85aea,1505880000000,3875.91,3988.83,3820,3913.89,147.874688
66c11d3ad200ba7478e85aeb,1505894400000,3913.91,3979.99,3859.31,3927.77,108.229498
66c11d3ad200ba7478e85aec,1505908800000,3927.77,4046.08,3912.08,4005,127.932758
66c11d3ad200ba7478e85aed,1505923200000,3997.5,4039.99,3962.76,3962.93,105.221655
66c11d3ad200ba7478e85aee,1505937600000,3962.93,4000,3860.09,3900,121.355098
66c11d3ad200ba7478e85aef,1505952000000,3889.99,3910,3816.63,3827.66,167.389873
66c11d3ad200ba7478e85af0,1505966400000,3820.02,3903.28,3800,3885.23,109.783357
66c11d3ad200ba7478e85af1,1505980800000,3885.23,3904.81,3835.88,3864.95,69.458389
66c11d3ad200ba7478e85af2,1505995200000,3862.99,3879.99,3668.6,3727.44,274.620286
66c11d3ad200ba7478e85af3,1506009600000,3730,3747.48,3592.62,3605.03,205.53549
66c11d3ad200ba7478e85af4,1506024000000,3605.03,3678.26,3567,3609.99,174.866689
66c11d3ad200ba7478e85af5,1506038400000,3592.84,3697.51,3592.84,3697.51,131.713823
66c11d3ad200ba7478e85af6,1506052800000,3693.01,3750,3658.46,3658.46,139.674068
66c11d3ad200ba7478e85af7,1506067200000,3658.46,3669,3522.22,3539.97,151.960238
66c11d3ad200ba7478e85af8,1506081600000,3528.36,3645.99,3505.55,3514.07,179.874633
66c11d3ad200ba7478e85af9,1506096000000,3527.97,3590,3514.08,3590,109.500907
66c11d3ad200ba7478e85afa,1506110400000,3590,3645.18,3574.7,3595.87,126.242756
66c11d3ad200ba7478e85afb,1506124800000,3595.88,3628,3542.91,3605,95.786102
66c11d3ad200ba7478e85afc,1506139200000,3614.87,3717.44,3600.9,3689.38,129.209377
66c11d3ad200ba7478e85afd,1506153600000,3689.38,3798.9,3688,3798,125.642985
66c11d3ad200ba7478e85afe,1506168000000,3798.9,3817.19,3717.57,3746.36,147.826026
66c11d3ad200ba7478e85aff,1506182400000,3746.37,3779.52,3700,3779.5,146.838024
66c11d3ad200ba7478e85b00,1506196800000,3766.41,3790,3718.12,3780,107.490277
66c11d3ad200ba7478e85b01,1506211200000,3779.54,3789.99,3731.54,3782.9,113.26816
66c11d3ad200ba7478e85b02,1506225600000,3782.9,3783.99,3622.76,3669,183.592756
66c11d3ad200ba7478e85b03,1506240000000,3668,3698.4,3627.19,3683.36,105.673917
66c11d3ad200ba7478e85b04,1506254400000,3674.22,3730,3674.21,3691.31,124.794529
66c11d3ad200ba7478e85b05,1506268800000,3707.89,3707.9,3624.38,3687.36,93.458592
66c11d3ad200ba7478e85b06,1506283200000,3665.68,3707.94,3650.7,3660.02,40.848436
66c11d3ad200ba7478e85b07,1506297600000,3660.02,3772,3653.69,3751,143.242134
66c11d3ad200ba7478e85b08,1506312000000,3750.01,3815.74,3750,3780.6,142.482302
66c11d3ad200ba7478e85b09,1506326400000,3789.5,3807.53,3747.94,3781.05,88.754998
66c11d3ad200ba7478e85b0a,1506340800000,3781.05,3945,3770,3910.01,165.387515
66c11d3ad200ba7478e85b0b,1506355200000,3915.01,3979.87,3887.8,3930.36,109.064075
66c11d3ad200ba7478e85b0c,1506369600000,3934.68,3963,3904.19,3920.75,79.063689
66c11d3ad200ba7478e85b0d,1506384000000,3928,3959.56,3886.67,3896.02,122.997074
66c11d3ad200ba7478e85b0e,1506398400000,3896.02,3940,3850.05,3925,127.303112
66c11d3ad200ba7478e85b0f,1506412800000,3925,3949.92,3888.28,3949.45,75.048345
66c11d3ad200ba7478e85b10,1506427200000,3950,3976.99,3892.51,3920,53.800832
66c11d3ad200ba7478e85b11,1506441600000,3925,3939.99,3890.98,3906.13,40.087717
66c11d3ad200ba7478e85b12,1506456000000,3911.06,3935,3880,3882.35,107.490907
66c11d3ad200ba7478e85b13,1506470400000,3882.36,3973,3872.81,3947,67.904056
66c11d3ad200ba7478e85b14,1506484800000,3931,3968,3930,3968,46.262674
66c11d3ad200ba7478e85b15,1506499200000,3952.1,4099.95,3931,4073,164.50711
66c11d3ad200ba7478e85b16,1506513600000,4072.2,4119,4053.4,4090,148.359299
66c11d3ad200ba7478e85b17,1506528000000,4099.8,4200,4075.05,4190,135.406179
66c11d3ad200ba7478e85b18,1506542400000,4189,4249.94,4152.01,4193,65.731648
66c11d3ad200ba7478e85b19,1506556800000,4192.11,4219.99,4140.01,4200,135.347605
66c11d3ad200ba7478e85b1a,1506571200000,4200,4300,4185,4246,125.832592
66c11d3ad200ba7478e85b1b,1506585600000,4247,4272.45,4136,4180,147.336943
66c11d3ad200ba7478e85b1c,1506600000000,4170.19,4210,4101,4168,192.324787
66c11d3ad200ba7478e85b1d,1506614400000,4133.03,4209.68,4110,4149.99,118.435878
66c11d3ad200ba7478e85b1e,1506628800000,4143.12,4194.99,4114.03,4174.5,130.50752
66c11d3ad200ba7478e85b1f,1506643200000,4178.98,4215,3952.01,4032.87,569.973417
66c11d3ad200ba7478e85b20,1506657600000,4000,4113.81,3970,4090.1,332.3511
66c11d3ad200ba7478e85b21,1506672000000,4090.1,4248,4060.02,4220.01,185.563112
66c11d3ad200ba7478e85b22,1506686400000,4234.99,4251,4131.68,4143.02,204.608176
66c11d3ad200ba7478e85b23,1506700800000,4145.03,4259.99,4101.01,4179.99,152.938417
66c11d3ad200ba7478e85b24,1506715200000,4146.96,4263.86,4106,4174.69,156.875343
66c11d3ad200ba7478e85b25,1506729600000,4175,4298,4138.1,4214,123.327131
66c11d3ad200ba7478e85b26,1506744000000,4216.01,4300,4180.81,4300,169.846073
66c11d3ad200ba7478e85b27,1506758400000,4310,4345,4266.11,4324.99,109.083627
66c11d3ad200ba7478e85b28,1506772800000,4320.21,4358.99,4275.35,4353.98,119.090837
66c11d3ad200ba7478e85b29,1506787200000,4349,4380,4307.5,4368.98,130.618236
66c11d3ad200ba7478e85b2a,1506801600000,4343.18,4379.95,4310.25,4378.51,68.387279
66c11d3ad200ba7478e85b2b,1506816000000,4378.49,4378.49,4265.02,4312.58,133.368146
66c11d3ad200ba7478e85b2c,1506830400000,4312.77,4335.82,4275,4335.82,85.839809
66c11d3ad200ba7478e85b2d,1506844800000,4335.82,4359.6,4288,4337.01,87.254644
66c11d3ad200ba7478e85b2e,1506859200000,4337.01,4356.99,4240.04,4299.99,198.525474
66c11d3ad200ba7478e85b2f,1506873600000,4290.17,4329.99,4270.01,4329.52,109.852914
66c11d3ad200ba7478e85b30,1506888000000,4307,4406.52,4300,4378.48,112.122698
66c11d3ad200ba7478e85b31,1506902400000,4400,4560,4380.01,4419.85,127.648841
66c11d3ad200ba7478e85b32,1506916800000,4411,4465.43,4405.15,4424.01,100.326522
66c11d3ad200ba7478e85b33,1506931200000,4434.22,4479.9,4401,4410.01,112.983763
66c11d3ad200ba7478e85b34,1506945600000,4419.99,4561.63,4390,4409.09,175.608363
66c11d3ad200ba7478e85b35,1506960000000,4409.09,4433.11,4378.51,4419.94,85.917207
66c11d3ad200ba7478e85b36,1506974400000,4410,4431.78,4360,4380,53.272278
66c11d3ad200ba7478e85b37,1506988800000,4380,4467.33,4361,4405,78.757886
66c11d3ad200ba7478e85b38,1507003200000,4405,4417,4213.21,4271,331.171327
66c11d3ad200ba7478e85b39,1507017600000,4280,4310,4189.71,4297.99,206.968904
66c11d3ad200ba7478e85b3a,1507032000000,4290,4297.66,4180.8,4258.57,220.858495
66c11d3ad200ba7478e85b3b,1507046400000,4258.58,4295.99,4235,4235.01,139.012073
66c11d3ad200ba7478e85b3c,1507060800000,4235.02,4329.86,4222.02,4310,105.554878
66c11d3ad200ba7478e85b3d,1507075200000,4314.9,4360,4274,4290.01,100.114785
66c11d3ad200ba7478e85b3e,1507089600000,4290.01,4373,4280,4310.01,142.211634
66c11d3ad200ba7478e85b3f,1507104000000,4310.01,4328,4185.01,4228,189.103419
66c11d3ad200ba7478e85b40,1507118400000,4230,4248.97,4142,4211.01,205.859774
66c11d3ad200ba7478e85b41,1507132800000,4211.01,4225.5,4153.02,4173.11,123.214855
66c11d3ad200ba7478e85b42,1507147200000,4170.05,4236.63,4156,4208.59,107.960634
66c11d3ad200ba7478e85b43,1507161600000,4208.59,4235,4142,4143.04,104.558746
66c11d3ad200ba7478e85b44,1507176000000,4143.06,4174.49,4110,4154.1,191.098447
66c11d3ad200ba7478e85b45,1507190400000,4154.1,4234.77,4112.23,4226.05,161.845667
66c11d3ad200ba7478e85b46,1507204800000,4226.05,4335,4226.05,4314.49,156.27019
66c11d3ad200ba7478e85b47,1507219200000,4288,4340,4275,4327.63,102.131284
66c11d3ad200ba7478e85b48,1507233600000,4345,4355,4292.43,4292.43,63.234304
66c11d3ad200ba7478e85b49,1507248000000,4318.99,4348,4292,4316.98,69.287895
